,0
FISI,0.06720368924250875
CTO,0.013684803116027546
SPOK,0.19180125646196064
SVC,0.2109087606406858
VREX,0.47195869518760325
MCS,0.17406620752324134
ACCO,1.0094796670682216
ASPN,2.0661685161678482
CYH,0.20811304795449379
ANAB,0.6336251935715047
KURA,0.3534541179813895
GOGO,0.3014519476596477
HBT,0.0616913679781677
OLP,0.09910680017010301
HY,1.8894795068856625
PBPB,0.169025623455313
CIVB,0.1039293772332785
SRDX,0.9784932263194956
HTLD,0.3181447139083466
SPFI,0.11376137489378384
SLP,0.19435015775437486
MSBI,0.07054859116289017
SFIX,2.333782095086681
GLDD,0.23500049132712408
FSBC,0.4944563676584254
FPI,0.10051452178333126
BFS,0.013344269754787847
WSBF,0.017726728915307122
PACK,1.4949091974206792
TSBK,0.07248112720985755
MGTX,3.433677437982161
HIFS,0.0795096856800529
RRBI,0.12002583557060108
ILPT,0.46249821155612847
OIS,31.661519009815553
BWB,0.22307658438653089
LAND,0.15536735323867662
SD,0.08958532079496224
WASH,0.10089917037370308
YORW,0.017566519677707296
TTGT,0.9847563135257662
ALRS,0.3157550771261849
PLPC,0.0976883521506977
CLFD,2.572950022708196
MBCN,0.08886889697465719
RES,0.09827103055097791
HRTG,9.178534540740813
RBBN,0.035312228013901874
CLDT,0.22669452162787546
FMAO,0.2687553213726099
URG,0.7959843762566164
CMCL,0.09723954757764261
KRNY,2.8219867110073
XPER,6.605474820948891
GMRE,0.10647827211160177
HVT,0.33821459791330577
FDBC,0.3323874870904993
GDOT,0.10727697075722858
ORC,2.496564949293696
MVBF,0.04620822847481965
URGN,467.49311213440404
FNLC,0.16828855097649995
SFST,0.40780713467669705
XERS,1.5958494362078095
MYE,0.37102250169743844
AQST,3.0108593256957024
ULH,0.20048680213577474
TWI,0.03355138317810699
CENT,0.04058721577292405
JAKK,0.15993128074933144
LXFR,0.20860439698472533
FLGT,0.1911708921403063
RMNI,0.46287016240328893
DMRC,6.369897638932899
HAIN,1.6294731366553283
TITN,0.34733263229838507
RDUS,2.0181233491572623
FLIC,0.2856560235868977
NVEC,0.05697484960271747
PANL,0.13879143533712526
CELC,24.746837754962247
ZEUS,0.20256331074447675
AMRC,0.3000287849446007
FNKO,8.183551481095076
ZUMZ,0.8177420268770765
KALV,156.71204607524174
RMR,0.011695280804588523
PAYS,0.16902680352719884
RGP,1.6031045203749674
KIDS,0.5053013383116363
LOVE,0.042373389324870295
DENN,0.05526641252536309
EYPT,14.373546125800834
IPI,0.39186825287785026
VPG,0.09772780898894232
FLWS,0.02656138969822526
WOW,0.19156792765589686
BHR,0.34043631986607625
OSUR,0.705415457271712
HRTX,126.51213769736455
EPM,0.09102244608362604
EGHT,37.47741799182126
CYRX,20370.777949245534
AEHR,0.12166102194275627
OCGN,0.4166266179780117
BSRR,0.1020376174899893
WLDN,1.1478656481116847
CERS,13.865554688573756
GNE,0.5424791830550864
FFWM,7.405419640049379
MVIS,1643.539609123416
ATNI,0.06929650660831634
ARAY,0.16372314069792548
BCBP,0.29739434912361196
NRC,0.0192764271721353
LRMR,2.5074853634663405
AMCX,0.3961317118077839
TCX,1.960401611343651
KOD,53.288941362769364
SMRT,0.236401929993507
NVRO,0.3645697483096389
BOOM,4.435604067284708
DOMO,0.2884477100685561
GPRE,0.9604074586173186
IRBT,0.2518595892241716
WTI,0.056422115699702846
ALLO,0.8373133534466106
BYND,379.44660114849034
EB,16.11944888402435
HMST,0.5074844499459522
GPMT,2.6891869667516612
SSTI,1.8123384684352086
YMAB,0.505172763243422
SRI,0.056056031131004325
JOUT,0.4981485920715637
INGN,1.5735853494356753
OFLX,0.08280394216721162
CBAN,0.002968788937493639
FORR,0.40182871488208827
ENTA,0.02228524718950236
RILY,0.5022031000218186
CDLX,20.624411667507218
DXLG,0.05798167321223105
CHGG,3.2018391436017275
STRO,2.069493916839318
SAVA,0.6467155908696558
INO,15.597507201717233
SUNS,1.1151782164162731
OPRX,11.234416905950415
CRBP,4.367224926624333
CVGI,0.4575952785917483
GPRO,0.4035271677972988
FCEL,13.268874329446067
XFOR,0.2513689057719716
FATE,31.675383415033057
CHRS,0.26146911190792776
NOVA,22.333614258882342
MRSN,3.0659855767805873
LXRX,0.040166458857946646
BLNK,242.48139539010035
AGEN,0.03632681866940109
OTLK,0.9881261706231514
BLUE,6.995644504429212
PBI,0.4668494471122117
