,0
AFG,0.004568952854758888
BLD,0.005785662805110758
AAL,0.18038386512206744
NCLH,2.8942834799336277
G,0.060406616779236526
PCTY,0.062177467975345055
HQY,0.35979355356956866
AYI,0.05053490818484842
REXR,0.04131695094487685
RRC,0.3292513009792515
HAS,2.9753655081292845
FRT,0.13649647471456128
RGEN,0.8933381319321503
CRL,0.5510878823387239
MIDD,0.019890621150495922
ALB,0.19871769032156153
WAL,0.10848466528018712
LSCC,0.13610761170084304
ALSN,0.06754490471330327
HRL,0.02047592753739621
HLI,0.2018913904296459
MEDP,0.018869177421572084
X,0.011941248283635617
CHDN,0.08479315521832062
ADC,0.004202516698937196
PNFP,0.08655367042352181
BRX,0.013511092916435503
BERY,0.18661216000622594
MORN,0.23349971978121303
PLNT,0.253051776997278
TTC,0.12206437742148384
VFC,0.43660691887882075
AA,1.297447171708123
ALK,0.1393411850823087
MASI,0.041452384981761424
CMA,0.06513093797895342
MOS,0.2677675158551393
AOS,0.6212023814353523
EVR,0.22331023657687907
ENPH,0.27395089973121367
CFR,0.01214030829744427
AES,0.3064700939732371
EXLS,0.020801772303691082
SKX,0.08806984815445412
SEIC,0.019521633052337325
SCCO,0.05291820641801727
TTEK,0.20942258353612206
WBA,0.8069657355550353
NYT,0.09749765764690206
ZION,0.015381318724259258
GNRC,0.0775774043276301
MGM,0.015397038305378915
FR,0.06210669178279883
WCC,0.16737200029768773
WTFC,0.024995245447597604
ENSG,0.04161117789800732
BFAM,0.07984433982489716
HRB,0.0014168816034049393
SSD,0.031203979436839203
ONTO,0.14473443970070105
VMI,0.23907211433227588
FN,0.011021935244001706
UGI,0.6642970215591466
AZPN,0.647198585737862
COOP,0.19823443750519676
QRVO,0.11485162078745292
STAG,0.0066787258396630335
APA,0.1382843274601449
PB,0.08139940004127054
MAT,0.029227346763245527
BWA,0.3602301892381843
SNV,0.2247767238247666
FLS,0.1550231369783807
WING,0.12042609630202458
OLLI,0.035995354258530184
FAF,0.1888299830940272
RLI,0.11118659204054766
COLD,7.820393648451792
TRNO,0.13770230093636704
UFPI,0.40224469953633823
OSK,0.12252844410817038
ALTR,1.478921510610804
SLM,0.03486676838858868
BMI,0.0690547701509866
CROX,0.067571398820006
STWD,0.06915944984939118
FLR,0.1435914838025058
TREX,0.23041143196873576
TMHC,0.6363365021058622
IVZ,0.47582856068479024
LNC,1.7428049520385938
H,0.28656566329242583
MMSI,0.3706541829064613
IDA,0.006580591809011656
MHK,0.7125845272327995
LPX,0.05234039897351059
MDGL,161.82923399208775
MTN,0.00784731331140751
GLOB,0.013476401723309248
LRN,0.08282617041629327
ARW,0.022604444228810777
POST,0.18896346916292034
SITE,0.12214804001019644
MKSI,19.800775868256082
AM,0.5732118504711662
CRUS,0.17883947290805274
MTDR,0.1369889765467932
GPI,0.1924599721109884
ALKS,0.388043366868035
WSC,0.3580365055511582
ACIW,0.055428583905538634
RHP,0.18169068617366285
GKOS,0.09450258880878955
EPRT,0.015291538099990194
